geneID	R_27738	R_27722_PCR	R_29691_PCR	R_28359	R_28373_PCR	R_30129_PCR	SBBSR37	SBBSR40	SBBSR41	SBBSR43	SBBSR45	SBBSR47	SBBSR48	SBBSR49	SBBSR50	SBBSR51	SBBSR54	SBBSR55	SBBSR56	SBBSR39
ENSG00000235690	0	9	5	19	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235695	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
ENSG00000235698	0	1	0	0	0	0	0	2	1	1	1	1	2	1	3	0	0	2	0	0
ENSG00000235699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235701	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235703	19	39	31	24	21	86	89	131	67	125	67	71	46	161	34	93	59	97	50	84
ENSG00000235705	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235706	105	195	250	85	144	101	122	214	175	122	187	130	105	89	103	144	173	148	113	240
ENSG00000235707	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235710	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235711	10	7	2	2	5	0	9	0	0	16	7	0	0	1	0	0	3	0	1	1
ENSG00000235713	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1
ENSG00000235716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235718	0	0	0	0	0	0	1	1	0	0	0	0	0	2	4	1	0	0	1	0
ENSG00000235719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235720	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	2	0	0	0	0
ENSG00000235721	0	1	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000235724	0	0	0	0	3	0	3	2	0	0	0	0	0	0	1	7	1	0	2	2
ENSG00000235725	8	2	0	21	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0
ENSG00000235726	6	1	0	59	4	0	3	0	1	2	6	0	0	1	0	1	0	3	0	0
ENSG00000235728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235731	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235734	0	4	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000235735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235736	0	1	0	0	0	0	1	1	1	0	3	0	0	0	0	0	0	0	0	3
ENSG00000235737	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235740	0	1	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235741	0	2	3	0	0	0	0	2	0	0	0	0	8	0	2	1	0	0	0	10
ENSG00000235742	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235743	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235746	17	31	0	38	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000235749	0	0	0	3	1	1	3	0	0	5	0	1	4	1	0	4	0	0	0	3
ENSG00000235750	0	13	16	11	10	6	1156	1449	742	1512	1017	1348	490	1655	623	967	798	1211	805	742
ENSG00000235756	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235760	4	0	1	0	1	0	4	2	0	0	0	0	0	0	0	2	0	1	3	3
ENSG00000235761	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235763	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235768	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000235770	1	16	5	0	7	8	15	32	8	87	25	25	14	27	6	16	13	18	11	14
ENSG00000235772	0	0	1	0	0	12	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000235774	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235776	0	0	0	0	0	0	10	9	11	4	15	4	7	8	6	9	5	5	9	7
ENSG00000235777	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235778	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235779	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235781	0	2	0	10	2	0	3	2	5	0	2	2	0	3	1	2	0	3	0	0
ENSG00000235782	0	1	2	0	0	1	3	4	0	3	0	4	0	2	2	0	1	0	1	5
ENSG00000235784	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235785	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000235786	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235790	0	25	2	20	11	12	3	3	3	2	4	2	2	0	2	0	0	2	3	8
ENSG00000235794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235795	1	3	1	0	3	1	4	10	3	3	6	12	2	14	2	7	12	10	0	1
ENSG00000235797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235802	0	3	2	0	7	3	1	1	0	0	3	0	2	2	0	0	1	2	0	1
ENSG00000235803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235804	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSG00000235805	0	1	0	35	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235806	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235808	0	0	0	0	0	0	0	2	2	3	1	1	4	0	6	0	2	0	1	1
ENSG00000235810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235811	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235812	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235813	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000235815	0	12	0	2	5	0	0	0	0	2	0	0	0	0	1	4	0	0	0	0
ENSG00000235816	0	2	0	1	3	0	0	0	3	0	0	1	0	0	2	2	1	1	1	0
ENSG00000235817	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000235818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235819	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235820	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235821	0	12	5	0	1	14	9	4	20	11	3	10	2	2	5	2	22	11	2	1
ENSG00000235823	24	72	84	0	48	65	211	211	197	183	300	136	174	146	136	144	80	177	101	286
ENSG00000235824	0	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235827	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235828	0	6	0	1	1	0	3	2	4	2	0	0	1	1	2	5	2	1	2	0
ENSG00000235829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000235830	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000235831	2	4	4	0	2	11	41	62	13	58	27	22	32	35	29	34	25	37	18	53
ENSG00000235832	8	0	3	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235833	0	3	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000235834	0	0	0	0	0	0	0	2	2	0	1	2	0	2	0	0	0	1	0	0
ENSG00000235836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235837	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235838	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235840	8	10	3	34	4	0	3	6	1	1	1	2	0	1	1	1	0	0	1	2
ENSG00000235843	12	0	0	8	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000235845	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235847	0	0	0	0	0	1	3	2	0	2	4	2	1	5	4	0	1	3	5	1
ENSG00000235848	0	4	1	0	1	0	1	1	0	5	0	5	1	2	0	1	0	0	0	2
ENSG00000235849	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235852	0	4	4	0	3	7	1	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000235855	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235857	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235858	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235859	5	125	60	17	65	206	266	345	281	271	437	541	167	449	232	333	321	661	255	220
ENSG00000235861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235862	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0
ENSG00000235863	123	421	425	183	511	619	151	309	423	95	290	295	284	316	314	239	425	393	275	157
ENSG00000235864	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235865	11	11	8	20	12	24	0	0	2	3	0	0	1	1	1	1	1	0	0	3
ENSG00000235868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235869	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235872	28	12	3	8	19	1	2	0	0	0	0	4	0	0	0	2	0	1	0	0
ENSG00000235875	0	2	3	0	0	0	5	4	3	13	5	0	3	1	4	2	3	1	11	4
ENSG00000235876	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235879	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235880	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235881	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235884	13	1	1	1	3	1	10	2	3	5	3	15	0	8	3	1	0	0	4	2
ENSG00000235885	0	3	0	17	2	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSG00000235886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235887	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000235888	8	8	3	0	4	5	10	20	14	10	21	10	31	4	19	13	12	29	27	32
ENSG00000235890	0	0	0	0	2	14	1	19	2	4	6	4	5	6	12	16	2	2	9	6
ENSG00000235892	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235895	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235897	0	6	4	11	5	29	17	32	7	7	9	14	10	19	3	19	6	12	2	6
ENSG00000235899	0	1	1	0	1	0	1	1	1	1	0	0	2	0	1	0	0	3	4	2
ENSG00000235901	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235903	0	1	4	0	20	0	16	13	5	8	9	8	103	4	48	5	0	1	17	75
ENSG00000235904	0	2	0	0	4	0	6	7	13	15	13	2	3	1	6	7	1	6	1	8
ENSG00000235907	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235908	0	0	2	26	1	2	5	8	2	5	0	5	3	9	2	1	1	3	1	3
ENSG00000235910	0	0	0	0	1	1	2	1	0	1	0	1	2	2	0	0	0	0	2	1
ENSG00000235911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235912	0	3	2	34	5	0	4	9	12	5	13	11	8	7	16	4	2	9	5	3
ENSG00000235914	0	2	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235916	0	0	0	0	0	0	1	1	0	1	0	1	3	1	2	1	0	1	0	2
ENSG00000235917	0	1	0	0	12	0	0	0	0	1	0	1	1	5	0	0	2	1	0	0
ENSG00000235919	5	13	18	5	13	33	15	40	38	20	22	28	20	28	30	39	60	45	22	21
ENSG00000235920	0	0	0	0	4	3	0	1	1	0	0	1	0	1	0	0	0	0	2	0
ENSG00000235922	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235924	0	9	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235926	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235927	34	25	2	53	22	7	5	3	4	5	0	2	0	2	1	3	2	3	3	0
ENSG00000235929	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0
ENSG00000235930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235931	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000235932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235933	0	1	6	0	2	0	8	4	0	0	4	0	4	1	2	2	0	8	1	5
ENSG00000235934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000235937	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000235939	0	9	3	27	10	0	0	0	5	0	1	0	2	0	0	1	0	0	0	2
ENSG00000235940	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235942	15	14	6	2	42	0	751	560	560	7	1421	86	1529	43	2052	408	121	1824	2672	1174
ENSG00000235943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235944	15	68	38	63	49	54	24	72	50	25	44	57	23	52	33	36	74	26	46	36
ENSG00000235945	0	1	1	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235946	0	0	2	0	0	2	0	0	0	2	0	1	0	0	0	0	0	1	0	2
ENSG00000235947	0	1	1	0	0	1	3	5	1	0	1	1	3	1	0	4	0	0	4	2
ENSG00000235949	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235951	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235954	143	316	287	70	256	208	224	370	306	228	333	233	188	262	219	247	273	279	293	316
ENSG00000235955	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235957	0	6	1	0	2	1	0	2	3	0	0	1	3	1	0	0	3	2	2	1
ENSG00000235958	13	12	7	5	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235961	88	131	0	35	0	85	24	27	3	6	14	40	12	7	47	48	30	24	14	15
ENSG00000235962	0	0	0	0	0	0	0	1	2	0	0	1	0	0	1	0	2	0	0	1
ENSG00000235963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235964	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235967	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235968	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235969	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235974	18	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000235975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235978	0	10	9	0	11	3	27	14	17	18	39	10	18	14	16	10	29	18	13	17
ENSG00000235979	0	0	1	0	1	0	0	10	1	2	0	0	0	2	0	0	0	3	0	1
ENSG00000235981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235984	0	0	0	38	0	0	0	1	0	0	0	1	5	0	2	0	0	0	0	7
ENSG00000235988	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000235989	7	149	76	17	74	135	12	31	32	15	17	15	7	8	7	9	10	14	11	9
ENSG00000235990	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235991	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235992	0	13	0	13	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235993	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235994	0	0	1	0	0	1	0	4	2	1	1	0	0	3	2	1	0	0	2	0
ENSG00000235995	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235996	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000235997	0	15	4	0	7	7	12	27	7	17	21	2	33	2	31	13	1	6	13	25
ENSG00000235998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236003	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236004	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236005	0	7	3	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236007	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236008	0	2	1	0	0	2	1	5	5	3	4	4	2	4	1	0	0	1	1	3
ENSG00000236009	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236012	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000236013	0	1	0	0	3	0	4	0	2	4	2	0	7	0	1	2	0	0	0	9
ENSG00000236015	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236017	254	357	337	68	258	926	91	330	266	106	250	328	81	270	179	133	452	277	102	74
ENSG00000236018	17	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0
ENSG00000236021	0	2	0	0	6	2	9	7	3	5	3	5	4	6	1	0	2	4	3	8
ENSG00000236022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236024	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000236025	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236027	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236028	0	1	1	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	3	3
ENSG00000236031	0	5	0	0	2	0	2	1	4	0	3	0	2	0	0	7	2	0	1	0
ENSG00000236032	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000236035	0	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
ENSG00000236036	0	1	0	0	0	0	2	1	5	2	3	0	0	0	1	0	0	2	0	3
ENSG00000236039	0	1	0	0	0	2	14	20	6	23	13	12	4	8	21	10	2	13	3	0
ENSG00000236040	2	0	5	0	3	2	4	0	2	0	0	1	0	0	0	0	3	1	0	2
ENSG00000236041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236044	0	1	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000236045	1	14	0	0	13	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236047	0	0	4	0	4	0	1	1	1	0	2	1	1	3	0	0	1	0	0	0
ENSG00000236048	4	0	0	4	6	0	1	1	0	1	0	0	1	3	0	0	0	3	1	0
ENSG00000236049	2	4	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1
ENSG00000236051	0	0	0	1	0	0	0	1	0	0	4	0	0	0	1	0	1	0	0	0
ENSG00000236052	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236053	8	22	18	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236054	0	0	0	0	1	0	0	0	0	3	3	0	1	0	2	0	0	0	4	4
ENSG00000236056	0	1	0	0	1	3	1	1	3	0	0	1	3	2	0	0	1	4	0	1
ENSG00000236058	0	18	2	15	4	2	2	1	1	3	2	1	3	4	0	0	0	1	0	1
ENSG00000236060	17	20	46	15	29	7	0	0	0	0	6	0	3	0	1	1	0	1	1	0
ENSG00000236062	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000236064	0	0	0	0	2	0	2	0	0	0	0	0	5	0	3	0	0	1	2	2
ENSG00000236065	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236068	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000236069	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0
ENSG00000236072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236073	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236075	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236076	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236077	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000236078	7	11	3	2	5	1	3	1	1	0	3	0	2	0	5	3	1	3	5	3
ENSG00000236079	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236080	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236081	4	9	9	0	9	4	1	3	1	0	1	0	0	0	1	0	2	0	0	1
ENSG00000236082	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000236083	13	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236086	0	0	0	2	0	0	1	0	1	0	0	1	1	0	0	0	0	4	1	0
ENSG00000236088	4	102	46	13	61	109	133	249	185	140	267	158	80	147	135	152	122	166	146	105
ENSG00000236090	0	0	0	0	0	0	2	3	0	1	1	1	2	2	0	1	0	5	3	1
ENSG00000236091	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000236094	0	0	0	0	0	1	2	5	5	8	9	5	2	3	5	2	4	5	2	3
ENSG00000236095	2	0	2	0	2	1	5	9	24	2	13	6	3	3	17	2	8	5	15	6
ENSG00000236097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236098	0	0	0	0	1	0	1	0	1	1	1	0	3	0	0	0	1	5	6	0
ENSG00000236099	2	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236104	49	388	183	73	200	390	383	695	475	376	486	544	417	498	546	505	252	621	402	454
ENSG00000236105	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000236106	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000236107	3	3	6	0	7	0	0	0	0	1	0	0	2	0	2	1	0	0	0	1
ENSG00000236108	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236110	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236111	5	3	0	15	3	0	3	1	2	2	0	0	1	1	1	2	0	1	2	4
ENSG00000236114	0	9	7	0	4	4	20	23	10	14	14	17	11	16	20	11	8	19	10	12
ENSG00000236115	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236116	0	12	0	0	0	1	1	0	0	0	8	3	0	11	0	0	0	0	0	0
ENSG00000236117	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000236119	0	3	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000236120	3	76	19	0	12	31	51	97	80	63	64	170	56	96	21	45	37	154	24	17
ENSG00000236121	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
